Rental_ID,Customer_Type,Customer_Gender,Customer_Age,License_Type
6526,Tourist,Male,53,Sri Lankan
6527,Corporate,Male,24,Sri Lankan
6528,Local,Male,25,International
6529,Local,Male,62,International
6530,Corporate,Female,69,Sri Lankan
6531,Tourist,Male,58,International
6532,Corporate,Male,53,Sri Lankan
6533,Local,Female,33,Sri Lankan
6534,Local,Male,59,International
6535,Local,Male,53,Sri Lankan
6536,Tourist,Female,55,International
6537,Corporate,Male,25,International
6538,Corporate,Male,55,International
6539,Corporate,Male,69,International
6540,Local,Male,43,International
6541,Corporate,Male,51,International
6542,Tourist,Female,38,International
6543,Tourist,Male,38,International
6544,Corporate,Female,29,International
6545,Local,Male,26,Sri Lankan
6546,Corporate,Female,62,Sri Lankan
6547,Tourist,Female,65,International
6548,Tourist,Female,22,International
6549,Corporate,Male,52,Sri Lankan
6550,Tourist,Female,27,Sri Lankan
6551,Corporate,Male,40,Sri Lankan
6552,Local,Female,34,International
6553,Corporate,Female,58,International
6554,Local,Male,58,International
6555,Tourist,Male,21,International
6556,Tourist,Female,41,Sri Lankan
6557,Local,Female,31,International
6558,Tourist,Female,38,International
6559,Corporate,Male,31,International
6560,Tourist,Female,69,International
6561,Corporate,Male,48,International
6562,Corporate,Male,69,International
6563,Tourist,Male,34,International
6564,Tourist,Female,27,International
6565,Corporate,Female,25,Sri Lankan
6566,Tourist,Male,34,International
6567,Tourist,Male,30,International
6568,Local,Female,38,Sri Lankan
6569,Corporate,Male,58,International
6570,Corporate,Male,35,International
6571,Local,Female,30,International
6572,Local,Female,67,Sri Lankan
6573,Local,Male,27,International
6574,Tourist,Female,41,International
6575,Corporate,Female,58,Sri Lankan
6576,Tourist,Male,34,Sri Lankan
6577,Tourist,Female,49,Sri Lankan
6578,Local,Female,52,Sri Lankan
6579,Tourist,Female,54,International
6580,Corporate,Female,34,Sri Lankan
6581,Local,Male,25,Sri Lankan
6582,Tourist,Female,27,Sri Lankan
6583,Corporate,Female,50,Sri Lankan
6584,Corporate,Male,58,International
6585,Local,Female,44,International
6586,Local,Female,64,Sri Lankan
6587,Tourist,Female,24,International
6588,Corporate,Female,30,Sri Lankan
6589,Tourist,Female,45,International
6590,Tourist,Female,47,Sri Lankan
6591,Tourist,Female,57,Sri Lankan
6592,Tourist,Male,47,International
6593,Local,Male,44,International
6594,Tourist,Female,27,International
6595,Tourist,Male,69,Sri Lankan
6596,Corporate,Female,31,Sri Lankan
6597,Corporate,Female,46,International
6598,Tourist,Male,64,International
6599,Tourist,Male,54,Sri Lankan
6600,Corporate,Female,30,Sri Lankan
6601,Local,Female,28,Sri Lankan
6602,Tourist,Male,33,Sri Lankan
6603,Tourist,Female,46,International
6604,Tourist,Male,46,International
6605,Tourist,Male,55,International
6606,Tourist,Male,51,International
6607,Tourist,Female,55,Sri Lankan
6608,Corporate,Female,44,Sri Lankan
6609,Tourist,Female,41,Sri Lankan
6610,Tourist,Female,57,Sri Lankan
6611,Local,Male,26,Sri Lankan
6612,Tourist,Female,28,International
6613,Corporate,Female,30,International
6614,Tourist,Male,25,International
6615,Local,Male,54,International
6616,Tourist,Female,39,Sri Lankan
6617,Corporate,Female,59,Sri Lankan
6618,Local,Male,29,Sri Lankan
6619,Local,Female,26,Sri Lankan
6620,Local,Male,33,Sri Lankan
6621,Tourist,Female,26,International
6622,Tourist,Male,62,International
6623,Tourist,Male,45,Sri Lankan
6624,Corporate,Male,33,International
6625,Local,Male,60,International
6626,Corporate,Male,45,Sri Lankan
6627,Local,Male,34,International
6628,Corporate,Male,53,International
6629,Tourist,Male,31,Sri Lankan
6630,Local,Male,69,International
6631,Tourist,Male,53,International
6632,Tourist,Male,66,Sri Lankan
6633,Corporate,Female,21,Sri Lankan
6634,Corporate,Male,23,Sri Lankan
6635,Corporate,Male,69,International
6636,Corporate,Female,51,Sri Lankan
6637,Local,Female,31,Sri Lankan
6638,Corporate,Male,68,International
6639,Tourist,Female,33,International
6640,Tourist,Male,45,International
6641,Local,Male,25,International
6642,Corporate,Male,67,International
6643,Tourist,Female,61,Sri Lankan
6644,Corporate,Male,68,Sri Lankan
6645,Local,Male,27,International
6646,Tourist,Male,66,Sri Lankan
6647,Corporate,Male,46,Sri Lankan
6648,Corporate,Male,48,Sri Lankan
6649,Local,Female,68,International
6650,Tourist,Female,53,Sri Lankan
6651,Local,Female,38,International
6652,Tourist,Female,27,Sri Lankan
6653,Local,Male,48,International
6654,Corporate,Female,63,Sri Lankan
6655,Tourist,Male,36,Sri Lankan
6656,Local,Female,67,Sri Lankan
6657,Tourist,Female,35,International
6658,Local,Male,27,Sri Lankan
6659,Tourist,Male,41,International
6660,Tourist,Male,59,International
6661,Corporate,Male,34,Sri Lankan
6662,Local,Female,48,Sri Lankan
6663,Tourist,Male,61,International
6664,Tourist,Female,68,Sri Lankan
6665,Tourist,Female,41,International
6666,Corporate,Male,46,International
6667,Corporate,Male,44,Sri Lankan
6668,Local,Female,24,International
6669,Corporate,Male,47,Sri Lankan
6670,Local,Female,24,Sri Lankan
6671,Corporate,Male,61,Sri Lankan
6672,Corporate,Male,58,Sri Lankan
6673,Local,Male,67,Sri Lankan
6674,Local,Male,36,Sri Lankan
6675,Local,Female,60,Sri Lankan
6676,Tourist,Female,61,International
6677,Local,Male,61,International
6678,Local,Male,30,Sri Lankan
6679,Corporate,Female,52,Sri Lankan
6680,Corporate,Male,49,Sri Lankan
6681,Corporate,Male,61,Sri Lankan
6682,Tourist,Male,68,Sri Lankan
6683,Corporate,Female,34,Sri Lankan
6684,Corporate,Female,36,Sri Lankan
6685,Local,Male,42,Sri Lankan
6686,Local,Female,53,Sri Lankan
6687,Local,Female,61,Sri Lankan
6688,Corporate,Female,54,International
6689,Local,Male,37,International
6690,Corporate,Male,56,International
6691,Tourist,Female,43,International
6692,Corporate,Male,41,International
6693,Tourist,Female,25,International
6694,Corporate,Female,38,International
6695,Local,Male,27,International
6696,Corporate,Male,32,Sri Lankan
6697,Corporate,Male,30,International
6698,Local,Male,65,Sri Lankan
6699,Tourist,Male,57,International
6700,Local,Female,38,International
6701,Corporate,Male,59,International
6702,Tourist,Female,52,Sri Lankan
6703,Corporate,Male,49,Sri Lankan
6704,Corporate,Male,29,Sri Lankan
6705,Tourist,Female,66,Sri Lankan
6706,Local,Male,23,Sri Lankan
6707,Tourist,Female,64,Sri Lankan
6708,Corporate,Female,25,Sri Lankan
6709,Corporate,Female,44,International
6710,Tourist,Male,44,Sri Lankan
6711,Tourist,Female,47,Sri Lankan
6712,Corporate,Female,28,Sri Lankan
6713,Local,Female,57,Sri Lankan
6714,Local,Male,28,International
6715,Tourist,Female,57,Sri Lankan
6716,Local,Female,51,International
6717,Corporate,Male,29,Sri Lankan
6718,Corporate,Female,67,International
6719,Tourist,Male,42,International
6720,Corporate,Female,42,International
6721,Tourist,Female,36,Sri Lankan
6722,Local,Female,62,Sri Lankan
6723,Tourist,Female,68,International
6724,Corporate,Female,55,Sri Lankan
6725,Tourist,Male,30,Sri Lankan
6726,Corporate,Female,34,Sri Lankan
6727,Corporate,Male,41,International
6728,Local,Female,48,International
6729,Tourist,Female,64,International
6730,Corporate,Female,47,International
6731,Corporate,Male,22,Sri Lankan
6732,Local,Female,40,International
6733,Local,Female,60,Sri Lankan
6734,Tourist,Male,41,International
6735,Tourist,Male,58,Sri Lankan
6736,Corporate,Female,48,International
6737,Tourist,Male,54,International
6738,Corporate,Female,62,International
6739,Tourist,Female,48,Sri Lankan
6740,Corporate,Female,47,Sri Lankan
6741,Tourist,Male,37,International
6742,Local,Male,31,Sri Lankan
6743,Corporate,Male,55,International
6744,Corporate,Female,64,International
6745,Local,Female,37,Sri Lankan
6746,Local,Male,24,Sri Lankan
6747,Tourist,Female,50,International
6748,Local,Male,55,Sri Lankan
6749,Corporate,Female,34,International
6750,Corporate,Male,34,International
6751,Tourist,Male,68,Sri Lankan
6752,Local,Female,69,Sri Lankan
6753,Local,Female,61,International
6754,Corporate,Female,49,Sri Lankan
6755,Corporate,Male,30,Sri Lankan
6756,Corporate,Male,29,Sri Lankan
6757,Corporate,Female,59,Sri Lankan
6758,Corporate,Male,21,Sri Lankan
6759,Tourist,Female,24,International
6760,Local,Male,42,Sri Lankan
6761,Tourist,Female,59,Sri Lankan
6762,Local,Male,44,International
6763,Local,Male,42,International
6764,Local,Female,38,International
6765,Corporate,Male,48,International
6766,Local,Female,43,Sri Lankan
6767,Tourist,Female,46,International
6768,Corporate,Female,66,Sri Lankan
6769,Tourist,Male,59,International
6770,Tourist,Female,21,International
6771,Corporate,Male,27,Sri Lankan
6772,Local,Female,63,Sri Lankan
6773,Corporate,Male,37,Sri Lankan
6774,Tourist,Male,56,Sri Lankan
6775,Local,Male,30,International
6776,Tourist,Female,52,Sri Lankan
6777,Tourist,Female,34,Sri Lankan
6778,Tourist,Male,58,International
6779,Tourist,Female,21,Sri Lankan
6780,Tourist,Female,59,Sri Lankan
6781,Corporate,Female,38,Sri Lankan
6782,Corporate,Male,38,Sri Lankan
6783,Local,Female,26,International
6784,Local,Female,66,Sri Lankan
6785,Tourist,Male,63,International
6786,Local,Female,57,Sri Lankan
6787,Corporate,Female,25,Sri Lankan
6788,Local,Female,52,International
6789,Tourist,Female,23,Sri Lankan
6790,Local,Female,61,Sri Lankan
6791,Local,Female,28,Sri Lankan
6792,Corporate,Female,46,International
6793,Tourist,Male,54,International
6794,Local,Male,39,Sri Lankan
6795,Corporate,Female,35,Sri Lankan
6796,Corporate,Female,56,International
6797,Tourist,Female,23,Sri Lankan
6798,Corporate,Male,32,International
6799,Corporate,Male,21,Sri Lankan
6800,Tourist,Female,28,Sri Lankan
6801,Local,Male,25,Sri Lankan
6802,Local,Female,45,International
6803,Tourist,Female,58,International
6804,Local,Male,63,International
6805,Local,Female,22,International
6806,Local,Female,39,International
6807,Corporate,Male,44,Sri Lankan
6808,Local,Male,51,Sri Lankan
6809,Local,Female,68,International
6810,Local,Female,21,International
6811,Corporate,Female,44,International
6812,Tourist,Male,22,Sri Lankan
6813,Local,Female,44,International
6814,Tourist,Female,62,Sri Lankan
6815,Tourist,Female,33,Sri Lankan
6816,Local,Female,29,International
6817,Local,Female,26,Sri Lankan
6818,Tourist,Female,65,Sri Lankan
6819,Tourist,Female,64,Sri Lankan
6820,Local,Female,64,International
6821,Local,Female,59,Sri Lankan
6822,Local,Female,64,Sri Lankan
6823,Tourist,Female,53,International
6824,Corporate,Female,54,International
6825,Tourist,Female,44,International
6826,Tourist,Male,35,Sri Lankan
6827,Tourist,Male,46,International
6828,Corporate,Female,25,Sri Lankan
6829,Local,Female,57,International
6830,Corporate,Female,58,International
6831,Local,Female,65,International
6832,Tourist,Female,39,International
6833,Corporate,Female,57,Sri Lankan
6834,Corporate,Female,41,International
6835,Local,Female,52,Sri Lankan
6836,Tourist,Male,66,International
6837,Corporate,Male,31,Sri Lankan
6838,Corporate,Male,50,International
6839,Local,Male,36,Sri Lankan
6840,Tourist,Male,60,International
6841,Tourist,Male,69,Sri Lankan
6842,Local,Female,53,International
6843,Tourist,Female,25,International
6844,Tourist,Male,64,Sri Lankan
6845,Tourist,Female,33,Sri Lankan
6846,Local,Female,66,International
6847,Corporate,Male,67,Sri Lankan
6848,Local,Male,68,International
6849,Tourist,Female,46,International
6850,Corporate,Male,41,Sri Lankan
6851,Local,Male,57,International
6852,Corporate,Male,52,Sri Lankan
6853,Local,Male,68,International
6854,Local,Male,33,Sri Lankan
6855,Local,Female,52,International
6856,Corporate,Female,42,Sri Lankan
6857,Corporate,Female,37,International
6858,Tourist,Male,25,International
6859,Tourist,Female,32,Sri Lankan
6860,Local,Male,50,International
6861,Corporate,Male,35,International
6862,Tourist,Female,54,Sri Lankan
6863,Local,Male,21,Sri Lankan
6864,Tourist,Male,56,International
6865,Tourist,Female,28,International
6866,Local,Male,64,International
6867,Corporate,Male,29,Sri Lankan
6868,Local,Male,69,Sri Lankan
6869,Tourist,Female,67,Sri Lankan
6870,Corporate,Female,42,Sri Lankan
6871,Tourist,Male,31,International
6872,Local,Female,30,Sri Lankan
6873,Local,Male,41,International
6874,Tourist,Male,64,Sri Lankan
6875,Local,Female,57,International
6876,Corporate,Female,53,International
6877,Local,Male,38,International
6878,Corporate,Male,47,Sri Lankan
6879,Corporate,Female,30,Sri Lankan
6880,Corporate,Female,67,Sri Lankan
6881,Tourist,Female,33,International
6882,Corporate,Male,48,Sri Lankan
6883,Corporate,Male,27,International
6884,Tourist,Female,58,Sri Lankan
6885,Tourist,Male,47,International
6886,Tourist,Female,69,Sri Lankan
6887,Local,Female,63,Sri Lankan
6888,Corporate,Female,32,International
6889,Corporate,Male,45,International
6890,Local,Male,67,International
6891,Tourist,Male,47,Sri Lankan
6892,Corporate,Female,68,Sri Lankan
6893,Corporate,Male,44,Sri Lankan
6894,Local,Female,21,Sri Lankan
6895,Local,Male,21,Sri Lankan
6896,Corporate,Female,48,Sri Lankan
6897,Corporate,Female,53,Sri Lankan
6898,Local,Male,24,Sri Lankan
6899,Tourist,Male,29,Sri Lankan
6900,Local,Female,29,International
6901,Corporate,Female,53,Sri Lankan
6902,Local,Female,48,International
6903,Corporate,Female,46,Sri Lankan
6904,Local,Male,46,International
6905,Corporate,Male,38,Sri Lankan
6906,Tourist,Male,65,Sri Lankan
6907,Tourist,Male,38,Sri Lankan
6908,Local,Female,61,International
6909,Tourist,Male,33,International
6910,Local,Male,54,International
6911,Local,Male,50,International
6912,Tourist,Male,39,Sri Lankan
6913,Local,Male,44,Sri Lankan
6914,Tourist,Female,41,International
6915,Tourist,Female,41,International
6916,Tourist,Male,56,Sri Lankan
6917,Tourist,Female,31,International
6918,Corporate,Male,63,Sri Lankan
6919,Corporate,Female,67,Sri Lankan
6920,Local,Male,65,Sri Lankan
6921,Local,Male,49,Sri Lankan
6922,Corporate,Female,38,International
6923,Tourist,Male,26,Sri Lankan
6924,Tourist,Female,62,Sri Lankan
6925,Corporate,Female,57,Sri Lankan
6926,Corporate,Male,24,International
6927,Corporate,Female,40,International
6928,Local,Female,36,International
6929,Local,Female,65,International
6930,Corporate,Female,56,Sri Lankan
6931,Tourist,Male,46,Sri Lankan
6932,Tourist,Male,28,International
6933,Corporate,Female,26,Sri Lankan
6934,Tourist,Female,22,International
6935,Tourist,Female,51,Sri Lankan
6936,Tourist,Female,68,International
6937,Local,Female,61,International
6938,Local,Male,66,International
6939,Tourist,Female,61,International
6940,Local,Male,48,Sri Lankan
6941,Local,Female,54,International
6942,Local,Male,55,Sri Lankan
6943,Tourist,Male,67,International
6944,Tourist,Female,27,International
6945,Corporate,Female,49,International
6946,Tourist,Female,45,Sri Lankan
6947,Tourist,Female,30,International
6948,Local,Male,25,Sri Lankan
6949,Tourist,Female,58,International
6950,Corporate,Male,61,Sri Lankan
6951,Local,Female,23,International
6952,Corporate,Female,60,Sri Lankan
6953,Corporate,Female,68,Sri Lankan
6954,Tourist,Male,66,International
6955,Local,Female,25,Sri Lankan
6956,Corporate,Female,21,Sri Lankan
6957,Tourist,Male,51,Sri Lankan
6958,Tourist,Male,29,Sri Lankan
6959,Tourist,Male,48,Sri Lankan
6960,Local,Male,52,International
6961,Tourist,Female,28,International
6962,Local,Female,39,International
6963,Corporate,Male,59,Sri Lankan
6964,Local,Male,38,International
6965,Tourist,Female,58,International
6966,Corporate,Male,65,Sri Lankan
6967,Tourist,Male,37,Sri Lankan
6968,Tourist,Male,46,International
6969,Local,Male,35,International
6970,Corporate,Male,31,International
6971,Tourist,Female,23,International
6972,Local,Male,32,Sri Lankan
6973,Corporate,Female,42,International
6974,Corporate,Female,27,Sri Lankan
6975,Local,Female,62,Sri Lankan
6976,Tourist,Female,66,International
6977,Corporate,Female,68,International
6978,Tourist,Male,52,Sri Lankan
6979,Corporate,Male,21,Sri Lankan
6980,Corporate,Male,64,International
6981,Tourist,Male,47,International
6982,Corporate,Female,41,Sri Lankan
6983,Corporate,Female,42,International
6984,Corporate,Female,33,International
6985,Local,Male,34,Sri Lankan
6986,Corporate,Male,55,International
6987,Tourist,Female,21,Sri Lankan
6988,Tourist,Female,25,Sri Lankan
6989,Corporate,Male,40,International
6990,Local,Male,33,International
6991,Corporate,Female,65,Sri Lankan
6992,Corporate,Male,57,Sri Lankan
6993,Tourist,Male,50,Sri Lankan
6994,Corporate,Male,63,International
6995,Tourist,Female,40,International
6996,Local,Male,45,International
6997,Corporate,Female,36,Sri Lankan
6998,Corporate,Female,53,Sri Lankan
6999,Local,Female,37,Sri Lankan
7000,Corporate,Female,31,International
7001,Corporate,Male,39,International
7002,Tourist,Female,21,International
7003,Local,Female,53,International
7004,Corporate,Male,30,International
7005,Local,Male,53,International
7006,Local,Female,36,International
7007,Local,Male,63,Sri Lankan
7008,Local,Female,37,International
7009,Corporate,Female,68,International
7010,Tourist,Female,39,International
7011,Corporate,Male,54,International
7012,Tourist,Male,21,International
7013,Corporate,Male,65,International
7014,Local,Male,48,International
7015,Tourist,Male,53,International
7016,Tourist,Male,59,International
7017,Corporate,Female,35,Sri Lankan
7018,Local,Male,23,International
7019,Tourist,Male,59,International
7020,Local,Male,23,Sri Lankan
7021,Tourist,Female,30,International
7022,Corporate,Male,47,International
7023,Corporate,Female,58,International
7024,Corporate,Male,65,International
7025,Local,Female,50,Sri Lankan
7026,Tourist,Female,49,Sri Lankan
7027,Tourist,Female,46,Sri Lankan
7028,Tourist,Male,53,Sri Lankan
7029,Local,Female,41,International
7030,Corporate,Male,37,Sri Lankan
7031,Tourist,Male,58,Sri Lankan
7032,Local,Female,49,Sri Lankan
7033,Local,Male,59,International
7034,Corporate,Female,56,International
7035,Corporate,Male,37,International
7036,Tourist,Male,51,International
7037,Local,Female,56,Sri Lankan
7038,Corporate,Male,39,Sri Lankan
7039,Corporate,Male,65,Sri Lankan
7040,Tourist,Male,43,International
7041,Tourist,Male,51,Sri Lankan
7042,Local,Male,59,International
7043,Tourist,Male,45,International
7044,Tourist,Male,49,Sri Lankan
7045,Tourist,Male,30,Sri Lankan
7046,Local,Male,58,Sri Lankan
7047,Tourist,Female,62,Sri Lankan
7048,Corporate,Female,33,International
7049,Tourist,Female,32,International
7050,Local,Male,68,Sri Lankan
7051,Corporate,Male,59,International
7052,Local,Female,39,Sri Lankan
7053,Tourist,Male,54,Sri Lankan
7054,Corporate,Female,26,International
7055,Tourist,Female,68,Sri Lankan
7056,Tourist,Female,32,International
7057,Local,Male,55,Sri Lankan
7058,Corporate,Female,50,Sri Lankan
7059,Corporate,Female,34,Sri Lankan
7060,Tourist,Male,51,International
7061,Tourist,Male,41,Sri Lankan
7062,Tourist,Male,62,International
7063,Corporate,Female,69,Sri Lankan
7064,Local,Female,62,Sri Lankan
7065,Local,Female,57,International
7066,Local,Male,45,International
7067,Corporate,Female,26,Sri Lankan
7068,Local,Male,23,International
7069,Corporate,Male,67,International
7070,Corporate,Female,66,Sri Lankan
7071,Local,Female,58,International
7072,Corporate,Male,62,Sri Lankan
7073,Tourist,Female,49,International
7074,Tourist,Female,53,International
7075,Tourist,Male,39,International
7076,Local,Female,39,Sri Lankan
7077,Corporate,Female,53,Sri Lankan
7078,Tourist,Female,44,Sri Lankan
7079,Local,Female,55,Sri Lankan
7080,Local,Male,23,International
7081,Tourist,Female,66,Sri Lankan
7082,Corporate,Female,52,Sri Lankan
7083,Corporate,Female,42,International
7084,Local,Female,31,International
7085,Tourist,Female,28,International
7086,Tourist,Female,40,International
7087,Local,Female,49,International
7088,Tourist,Female,34,International
7089,Corporate,Male,65,Sri Lankan
7090,Tourist,Male,29,Sri Lankan
7091,Tourist,Female,30,Sri Lankan
7092,Corporate,Female,46,International
7093,Corporate,Female,21,International
7094,Tourist,Female,54,International
7095,Tourist,Female,61,International
7096,Tourist,Male,47,International
7097,Corporate,Female,39,Sri Lankan
7098,Corporate,Female,48,Sri Lankan
7099,Corporate,Female,49,International
7100,Tourist,Female,69,International
7101,Corporate,Female,52,Sri Lankan
7102,Local,Male,46,Sri Lankan
7103,Tourist,Male,45,International
7104,Tourist,Female,43,Sri Lankan
7105,Corporate,Female,55,Sri Lankan
7106,Tourist,Male,28,International
7107,Corporate,Male,52,Sri Lankan
7108,Local,Female,31,International
7109,Local,Male,60,International
7110,Corporate,Male,34,International
7111,Local,Female,60,Sri Lankan
7112,Corporate,Female,24,Sri Lankan
7113,Tourist,Male,30,International
7114,Tourist,Female,63,International
7115,Tourist,Female,31,International
7116,Tourist,Female,58,International
7117,Tourist,Male,43,Sri Lankan
7118,Local,Female,57,International
7119,Corporate,Male,65,International
7120,Tourist,Female,27,Sri Lankan
7121,Tourist,Female,24,Sri Lankan
7122,Corporate,Male,54,Sri Lankan
7123,Tourist,Male,52,International
7124,Local,Female,52,International
7125,Corporate,Male,23,Sri Lankan
7126,Local,Female,59,Sri Lankan
7127,Local,Male,58,International
7128,Corporate,Male,55,Sri Lankan
7129,Corporate,Female,38,International
7130,Local,Female,53,Sri Lankan
7131,Tourist,Male,66,International
7132,Corporate,Female,42,International
7133,Local,Female,45,Sri Lankan
7134,Tourist,Female,23,Sri Lankan
7135,Local,Male,49,Sri Lankan
7136,Tourist,Male,46,Sri Lankan
7137,Tourist,Female,60,International
7138,Tourist,Male,35,Sri Lankan
7139,Tourist,Male,54,International
7140,Tourist,Female,59,International
7141,Corporate,Female,45,International
7142,Tourist,Male,47,International
7143,Tourist,Female,53,International
7144,Tourist,Male,59,International
7145,Local,Female,61,International
7146,Local,Female,46,Sri Lankan
7147,Tourist,Male,47,Sri Lankan
7148,Corporate,Male,69,Sri Lankan
7149,Local,Male,23,International
7150,Corporate,Female,51,International
7151,Corporate,Female,63,International
7152,Tourist,Female,40,Sri Lankan
7153,Corporate,Male,25,Sri Lankan
7154,Tourist,Male,51,Sri Lankan
7155,Tourist,Female,38,International
7156,Corporate,Male,51,International
7157,Local,Female,58,Sri Lankan
7158,Local,Female,59,International
7159,Local,Female,40,International
7160,Tourist,Male,29,International
7161,Tourist,Female,45,Sri Lankan
7162,Local,Male,28,International
7163,Tourist,Female,68,International
7164,Local,Male,31,International
7165,Local,Female,21,International
7166,Tourist,Male,30,Sri Lankan
7167,Corporate,Female,57,International
7168,Corporate,Male,43,Sri Lankan
7169,Corporate,Male,61,Sri Lankan
7170,Local,Female,64,International
7171,Tourist,Male,38,Sri Lankan
7172,Corporate,Male,68,Sri Lankan
7173,Corporate,Male,67,Sri Lankan
7174,Corporate,Female,26,International
7175,Corporate,Female,34,International
7176,Tourist,Male,42,Sri Lankan
7177,Local,Female,67,International
7178,Tourist,Female,67,Sri Lankan
7179,Local,Male,63,Sri Lankan
7180,Local,Male,44,Sri Lankan
7181,Tourist,Male,65,Sri Lankan
7182,Tourist,Female,40,International
7183,Tourist,Female,33,Sri Lankan
7184,Corporate,Female,59,Sri Lankan
7185,Corporate,Male,30,Sri Lankan
7186,Local,Female,56,Sri Lankan
7187,Local,Female,29,International
7188,Tourist,Female,26,International
7189,Corporate,Female,55,Sri Lankan
7190,Corporate,Male,36,International
7191,Tourist,Female,46,International
7192,Corporate,Female,51,International
7193,Corporate,Male,66,Sri Lankan
7194,Corporate,Female,64,International
7195,Tourist,Female,33,Sri Lankan
7196,Corporate,Female,57,International
7197,Tourist,Female,39,Sri Lankan
7198,Tourist,Male,25,Sri Lankan
7199,Corporate,Male,63,Sri Lankan
7200,Tourist,Male,37,Sri Lankan
7201,Corporate,Male,53,Sri Lankan
7202,Local,Female,51,Sri Lankan
7203,Local,Male,28,International
7204,Local,Female,48,International
7205,Tourist,Female,38,International
7206,Local,Female,26,International
7207,Corporate,Female,47,Sri Lankan
7208,Local,Male,56,International
7209,Local,Female,37,Sri Lankan
7210,Corporate,Male,34,International
7211,Tourist,Female,58,Sri Lankan
7212,Corporate,Male,26,Sri Lankan
7213,Corporate,Male,35,Sri Lankan
7214,Local,Male,32,Sri Lankan
7215,Tourist,Male,54,International
7216,Corporate,Male,24,Sri Lankan
7217,Tourist,Male,53,Sri Lankan
7218,Corporate,Female,68,Sri Lankan
7219,Local,Female,34,International
7220,Local,Female,47,International
7221,Tourist,Female,69,Sri Lankan
7222,Local,Female,30,Sri Lankan
7223,Tourist,Male,63,International
7224,Tourist,Male,59,Sri Lankan
7225,Local,Male,38,International
7226,Tourist,Male,29,International
7227,Corporate,Female,43,International
7228,Tourist,Female,68,International
7229,Corporate,Female,29,Sri Lankan
7230,Corporate,Male,49,Sri Lankan
7231,Tourist,Male,64,Sri Lankan
7232,Corporate,Female,48,Sri Lankan
7233,Tourist,Female,68,Sri Lankan
7234,Tourist,Male,21,Sri Lankan
7235,Corporate,Male,30,Sri Lankan
7236,Corporate,Female,29,International
7237,Corporate,Female,52,Sri Lankan
7238,Tourist,Female,32,International
7239,Tourist,Male,31,International
7240,Corporate,Male,29,Sri Lankan
7241,Tourist,Female,31,International
7242,Corporate,Female,68,Sri Lankan
7243,Corporate,Male,36,Sri Lankan
7244,Local,Female,21,Sri Lankan
7245,Corporate,Male,59,Sri Lankan
7246,Local,Female,68,International
7247,Tourist,Male,58,International
7248,Tourist,Female,53,Sri Lankan
7249,Local,Female,31,Sri Lankan
7250,Tourist,Female,53,Sri Lankan
7251,Tourist,Female,39,International
7252,Local,Female,31,International
7253,Corporate,Female,30,International
7254,Corporate,Male,29,International
7255,Tourist,Male,44,International
7256,Local,Female,48,Sri Lankan
7257,Local,Female,52,International
7258,Corporate,Female,39,International
7259,Local,Female,35,International
7260,Local,Male,39,International
7261,Local,Male,61,International
7262,Tourist,Female,66,International
7263,Local,Female,37,Sri Lankan
7264,Tourist,Female,43,Sri Lankan
7265,Corporate,Female,54,Sri Lankan
7266,Local,Female,54,International
7267,Corporate,Female,65,International
7268,Tourist,Male,33,Sri Lankan
7269,Tourist,Male,62,Sri Lankan
7270,Corporate,Female,30,Sri Lankan
7271,Local,Male,66,Sri Lankan
7272,Tourist,Female,30,Sri Lankan
7273,Tourist,Male,61,Sri Lankan
7274,Tourist,Male,57,Sri Lankan
7275,Tourist,Male,39,International
7276,Corporate,Female,25,International
7277,Corporate,Male,37,Sri Lankan
7278,Corporate,Male,43,Sri Lankan
7279,Local,Male,27,International
7280,Tourist,Female,49,International
7281,Local,Male,31,Sri Lankan
7282,Local,Male,26,International
7283,Tourist,Male,54,Sri Lankan
7284,Tourist,Male,51,International
7285,Corporate,Male,45,Sri Lankan
7286,Local,Male,35,Sri Lankan
7287,Local,Male,43,International
7288,Local,Male,36,International
7289,Local,Female,43,International
7290,Corporate,Male,59,Sri Lankan
7291,Tourist,Female,67,International
7292,Corporate,Male,32,International
7293,Tourist,Female,25,International
7294,Tourist,Male,22,International
7295,Tourist,Male,65,Sri Lankan
7296,Corporate,Male,24,International
7297,Corporate,Male,69,International
7298,Corporate,Male,53,Sri Lankan
7299,Tourist,Male,52,Sri Lankan
7300,Corporate,Female,42,Sri Lankan
7301,Local,Male,44,International
7302,Corporate,Male,32,Sri Lankan
7303,Corporate,Male,68,Sri Lankan
7304,Local,Female,57,International
7305,Tourist,Female,55,Sri Lankan
7306,Corporate,Male,32,Sri Lankan
7307,Local,Female,48,International
7308,Tourist,Male,25,International
7309,Corporate,Male,35,International
7310,Local,Male,46,Sri Lankan
7311,Corporate,Male,22,International
7312,Local,Female,25,International
7313,Corporate,Male,23,Sri Lankan
7314,Local,Female,62,Sri Lankan
7315,Tourist,Female,51,International
7316,Tourist,Female,42,Sri Lankan
7317,Local,Female,46,International
7318,Tourist,Male,39,International
7319,Local,Female,67,Sri Lankan
7320,Corporate,Female,21,Sri Lankan
7321,Tourist,Female,64,Sri Lankan
7322,Local,Female,62,International
7323,Corporate,Female,25,Sri Lankan
7324,Corporate,Male,41,Sri Lankan
7325,Tourist,Female,69,Sri Lankan
7326,Local,Female,32,International
7327,Tourist,Female,51,International
